file_name,url,inference_transcript,audio_duration,group_id,state,id
STT_AM_AB1684_0011_70771_to_72883,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0011_70771_to_72883.wav,ཏང་རི་གཉིས་ཀྱིས་དབར་ན་ལྷུང་བ་ྡྷ་ལི་ ,2.112,1,transcribing,3418266
STT_AM_AB1684_0012_73331_to_76083,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0012_73331_to_76083.wav,ྱབས་དེ་མདོྔ་རིག་ནས་བཅིང་མཚོགས་པའི་དང་ཏི་ ,2.752,1,transcribing,3418267
STT_AM_AB1684_0013_77487_to_83545,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0013_77487_to_83545.wav,དེ་དང་ཐུན་པར་ཁྲི་ས་ཞིག་ད་གྱིར་དགས་བའི་དགོང་ཆེར་ཕེལ་བ་བཞིན། དེའི་རྟག་ལ་ཇིག་ྤྲུལ་ ,6.058,1,transcribing,3418268
STT_AM_AB1684_0014_109043_to_112941,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0014_109043_to_112941.wav,གཞལ་དབྱང་དགེ་སླབ་མང་ཆེ་བའི་ཡོ་དག་ཀྲུད། འཇུགས་སྤྲུལ་དགོང་ཚི་བཏང་།  ,3.898,1,transcribing,3418269
STT_AM_AB1684_0015_120552_to_123252,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0015_120552_to_123252.wav,ག་པ་ལ་རིའ་སློབ་གཉེར་མཐོན་ཚུམས།  ,2.7,1,transcribing,3418270
STT_AM_AB1684_0016_123505_to_125841,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0016_123505_to_125841.wav,ྒཇག་གཞོང་དང་། རྒྗིས་དབྱབ་སྲིད་སུམ་གཅིག ,2.336,1,transcribing,3418271
STT_AM_AB1684_0017_128017_to_130961,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0017_128017_to_130961.wav,དེའ་ར་གཞུང་ཡོངས་རུ་རྫོགས་ལ་དགན་ལིགས་ཀི་འཇིགས་ཁྲོད་དང་མཐུན་པའི་ ,2.944,1,transcribing,3418272
STT_AM_AB1684_0018_132913_to_135057,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0018_132913_to_135057.wav,ཡུ་རྒྱུ་སྐུལ་ཆི་བ་དང་། ཏེ་ཞོན་དུ།  ,2.144,1,transcribing,3418273
STT_AM_AB1684_0019_138473_to_146438,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0019_138473_to_146438.wav,སྲོག་གདམ་བཅའ་ྱེད་ཁག་སྐབས་མང་པོ་དེ། འདེབ་བླང་ཀྱིས་གཙོ་རྒྱུ་དུའ་རིགས་ལ། སྒྱུར་གཅིག་གཏོང་དགས་པའི་དགོང་ཆེར་འདུག་ན།  ,7.965,1,transcribing,3418274
STT_AM_AB1684_0020_146978_to_151490,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0020_146978_to_151490.wav,དགེ་སློ་མང་བའི་ཉམས་ལོང་ལ་གཞིགས་པའི་དགོངས་ཆེར་ལགས་པའི་གྲྭ་ཚང་སོ་སིའི་ཁྲད་དུ།  ,4.512,1,transcribing,3418275
STT_AM_AB1684_0021_157930_to_160950,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0021_157930_to_160950.wav,རྒྱུད་ཀྲ་ཏོ་མིལ་སོགས་འཆར་ཅིན་གཅིག ,3.02,1,transcribing,3418276
STT_AM_AB1684_0022_167171_to_169219,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0022_167171_to_169219.wav,གྣང་བྱིན་ཐབ་ཕྱིན་ནུ་དགོངས་པའི་དགོངས་ཕྱིར།  ,2.048,1,transcribing,3418277
STT_AM_AB1684_0023_170115_to_172643,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0023_170115_to_172643.wav,རྟོ་ཉེ་ཁྱིན་རྣམས་ལ་གཞོང་ྱིན་ཀ་པ་ལ་ང་ཡི།  ,2.528,1,transcribing,3418278
STT_AM_AB1684_0024_177707_to_181003,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0024_177707_to_181003.wav,རིག་གཅིག་རྐང་འཛིན་གྱིག་སློབ་གཉེར་དང་། ཤིམ་ྗི་ཀག་ནང་སིད།  ,3.296,1,transcribing,3418279
STT_AM_AB1684_0025_182027_to_185355,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0025_182027_to_185355.wav,ཤིག་སརན་ཛིག་ྱི་གིར་དན་ཐུན་མོང་ནས་བཙིན་ྐྱོང་ག་གནང་ན།  ,3.328,1,transcribing,3418280
STT_AM_AB1684_0026_187307_to_189707,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0026_187307_to_189707.wav,འཛིན་མགོན་ཁག་སོ་སོ་དང་འབྲེལ་བའི་དགོངས་འཆར་ ,2.4,1,transcribing,3418281
STT_AM_AB1684_0027_196811_to_198859,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0027_196811_to_198859.wav,དགོན་པའི་ཤ་ཁྲག་གས་འཛིག་ཤས་ཀྱིས་ ,2.048,1,transcribing,3418282
STT_AM_AB1684_0028_206159_to_210377,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0028_206159_to_210377.wav,འཛུ་ྒྱི་དགོངས་གཞི་མི་འདྲོགི། ཨུན་ྱང་ལོག་ན་རྒན་པ། སྟོག་ཉིར་བཞིན་ ,4.218,1,transcribing,3418283
STT_AM_AB1684_0029_210428_to_212841,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0029_210428_to_212841.wav,གཡོ་རིག་ི་རནམ་ལ་སྐོ་སྐབས་མ་རག་པའི་ ,2.413,1,transcribing,3418284
STT_AM_AB1684_0030_213364_to_216233,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0030_213364_to_216233.wav,དག་ཡུལ་དགོན་པ་མཉམ་པ་རང་གི་གནང་དུ་བཤད་ཁྲ།  ,2.869,1,transcribing,3418285
STT_AM_AB1684_0031_217785_to_221920,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0031_217785_to_221920.wav,རྩི་ཐོབ་ན་མི་ཚིས་སཏོན་སདང་ལྡན་པ་ཡོང་བར་དགན་ཚིན་ཆེ་བའི་དགོངས་ཚུལ།  ,4.135,1,transcribing,3418286
STT_AM_AB1684_0032_223982_to_226318,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0032_223982_to_226318.wav,འཇམ་ཀོན་སྱ་པན་ཊ་དེ་རིགས་པ།  ,2.336,1,transcribing,3418287
STT_AM_AB1684_0033_238575_to_241866,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0033_238575_to_241866.wav,དགུ་ན་རང་དུ་ཛ་ནས་ཐུན་ཞིན་མ་འདང་བ་མ་འདུ་ག་ན།  ,3.291,1,transcribing,3418288
STT_AM_AB1684_0034_242541_to_248549,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0034_242541_to_248549.wav,འབྲེལ་ཡོད་ལ་ནི་ཐུག་སུ་མ་རྒྱ་ཆེ་བཞིག་ནས་ལོ་ཚུལ་ལ་དམག་སྟིད་བར་རྟགས་ཡོད་ལ་དགོན་པར་ནང་དུ།  ,6.008,1,transcribing,3418289
STT_AM_AB1684_0035_248599_to_251400,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0035_248599_to_251400.wav,འཛུ་ཐུབ་པ་སྣང་སྐྱུང་ཡོང་བ། ཞོས།  ,2.801,1,transcribing,3418290
STT_AM_AB1684_0036_255062_to_257718,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0036_255062_to_257718.wav,ལ་ར་མ་སློབ་སྦྱོང་ཉམས་འཁྲིལ་གནང་ཁིན་ཅིག ,2.656,1,transcribing,3418291
STT_AM_AB1684_0037_271971_to_276207,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0037_271971_to_276207.wav,ཏོག་ནིལ་གཡོ་མིལ་གྱིས་གྲོང་བོ་མང་པོར་སྣེ་ལིན་ཞེས་པ་གྱིན་དུ་འདུག་ན།  ,4.236,1,transcribing,3418292
STT_AM_AB1684_0038_286688_to_289088,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0038_286688_to_289088.wav,ཝི་ཞིན་དགོན་པའི་ལི་ན་ནམ་ནི་ཋ་ད།  ,2.4,1,transcribing,3418293
STT_AM_AB1684_0039_301792_to_303904,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0039_301792_to_303904.wav,རྫུན་སྐོར་འདིར་མདོག་ཤོག་ཀཅིག་སློབ་གཉེར་ ,2.112,1,transcribing,3418294
STT_AM_AB1684_0040_307493_to_314159,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0040_307493_to_314159.wav,གས་མ་ཆག་པར་སྔགས་ལ་ཡང་སློབ་ཉེ་རག་གྣང་དགོས་པ། ཤིན་ཏུ་ཀུལ་ཆེ་བའི་དགོངས་པའི་འཛིན་ྐྱོང་ནས་ཕྲད་དུ་ ,6.666,1,transcribing,3418295
STT_AM_AB1684_0041_319626_to_325448,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0041_319626_to_325448.wav,བཙུན་དགུ་འདུབ་བཞིན་དར་ས་རྩིག་ལ་ཁང་དང་། བཞང་ཐག་རང་བའི་བཞོ་གསུམ་གྱི་ཆོ་ཁ་ ,5.822,1,transcribing,3418296
STT_AM_AB1684_0042_336351_to_341151,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0042_336351_to_341151.wav,གཞག་སུམས་ཀྱིས་མཉམ་ལན་བསྟན་པའི་གཞེས་མ་ཡིན་པས་འབྲས་ལུ་འཛིན་བྱོང་ནས་དགོངས་པ་རང་དུ་ ,4.8,1,transcribing,3418297
STT_AM_AB1684_0043_355481_to_358937,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0043_355481_to_358937.wav,ག་ཡག་གཞན་ཡང་དགོན་པ་འདིར་ཕར་ཕྱིན་གྱིག་ཡི་གེ་ྱེ་གིར་གིན་ ,3.456,1,transcribing,3418298
STT_AM_AB1684_0044_359257_to_361881,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0044_359257_to_361881.wav,མིན་ཐལ་བཞིང་ཁོན་མེད་པའི་དཀའ་ངལ་སློབ་མ་ང་རང་ ,2.624,1,transcribing,3418299
STT_AM_AB1684_0045_364109_to_369593,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0045_364109_to_369593.wav,ཞིབ་སལྗོང་ཕྱི་རིག་ནས་སྐད་ཞག་གནང་ཞིས་རིགས་ལྷག་གནང་ཀི་འགདུག་གི་ན། ཐུན་རྒྱིར་རང་ཁོང་ནས་ ,5.484,1,transcribing,3418300
STT_AM_AB1684_0046_376410_to_383650,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0046_376410_to_383650.wav,ྣང་མའི་ཐོག་ཕྱི་རིག་ནི་གེར་གན་ཆར་ྱིན་ཚད་ལྡན་དང་ལྡན་པ་ཞིག་སྐད་ཞག་ནང་ཀུལ་ྱེད་པ་རྗེས་སུ།  ,7.24,1,transcribing,3418301
STT_AM_AB1684_0047_384207_to_386654,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0047_384207_to_386654.wav,དམིག་བསལ་ཕྱིན་ཚོགས་ཐང་དང་དེི།  ,2.447,1,transcribing,3418302
STT_AM_AB1684_0048_387227_to_392340,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0048_387227_to_392340.wav,ཚོགས་ཆེར་ཁོན་གནམ་གྱིས་འོ་ཁྲི་ལ་ལ་ཆིན་གནང་པ་དང་། སྐུ་ཚབ་རྣམས་ཀྱིས་མཚན་གཞུང་།  ,5.113,1,transcribing,3418303
STT_AM_AB1684_0049_394990_to_399985,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0049_394990_to_399985.wav,ྒྲ་གོང་པ་ན་ར་རིན་པོ་ཆེའི་བཀའ་ཚུབ་ཁམ་ཁྲིལ། ྤྱང་ཁང་བ་རིན་པོ་ཆེས།  ,4.995,1,transcribing,3418304
STT_AM_AB1684_0050_400457_to_403174,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0050_400457_to_403174.wav,འཕྲོལ་གཞིག་རིན་པོ་ཆེའི་བཀའ་ཚུབ། ྤྱི་སེར་ ,2.717,1,transcribing,3418305
STT_AM_AB1684_0051_409300_to_411494,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0051_409300_to_411494.wav,འགྲོ་གོངས་སྐྱབས་མགོན་ཁྲི་ཚང་རིན་པོ་ཆེ་ ,2.194,1,transcribing,3418306
STT_AM_AB1684_0052_415409_to_418564,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0052_415409_to_418564.wav,རིན་བོ་ཆི། ཀ་ཚབ། ཁམ་བོ་འཇིག་མ་ལག་ཏོག་གྱི།  ,3.155,1,transcribing,3418307
STT_AM_AB1684_0053_418902_to_421551,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0053_418902_to_421551.wav,ཁོ་ཚོ་ས་ཤབ་དག་ཁྲོད་ རིན་པོ་ཆེ།  ,2.649,1,transcribing,3418308
STT_AM_AB1684_0054_424302_to_427677,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0054_424302_to_427677.wav,ངོ་ར་ལླག་སྟོང་ཁོ་ན་རིན་པོ་ཆེའ་བཀ་ཚུམ་འཇ་དབཡང་ཡ་གི་ ,3.375,1,transcribing,3418309
STT_AM_AB1684_0055_428993_to_433144,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0055_428993_to_433144.wav,མཁན་བོ་ཀིན་ག་འམ་ཞིག་གི་སྐའ་ཚབ་ཁན་བོ་ཆི་ྱང་རྡོ་རྒྱི།  ,4.151,1,transcribing,3418310
STT_AM_AB1684_0056_433262_to_435574,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0056_433262_to_435574.wav,ཤོང་སསི་ཆུ་བརྒྱད་བྱིས།  ,2.312,1,transcribing,3418311
STT_AM_AB1684_0057_437903_to_440384,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0057_437903_to_440384.wav,ཁར་པ་ཆོ་རྒྱད་རིན་པོ་ཆེ།  ,2.481,1,transcribing,3418312
STT_AM_AB1684_0058_441852_to_445919,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0058_441852_to_445919.wav,དམག་རི་ཁྲིན་འཛིན་ལུང་རྟོག་སྟན་པེི་སཉིན་མ་རིན་པོ་ཆེ།  ,4.067,1,transcribing,3418313
STT_AM_AB1684_0059_447488_to_454103,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0059_447488_to_454103.wav,ལྷོ་སཁོམ་སྟ་འཛིན་གནང་མནམ་ད་ག་རིན་པོ་ཆེའ་བཀའ་ཚབ། གེ་བཞི། ཤ་ྒྲབ་རྒྱ་མཚོ།  ,6.615,1,transcribing,3418314
STT_AM_AB1684_0060_473880_to_478251,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0060_473880_to_478251.wav,ལོ་ལྔ་བཅུ་ཙུ་བཙན་ཤོ་དུ་དིག་བའི་འོག་མའ་བཞི་དུ་ག་གྲན་སོ་དང་དུན།  ,4.371,1,transcribing,3418315
STT_AM_AB1684_0061_478403_to_481289,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0061_478403_to_481289.wav,འོ་ལ་བརྒྱ་ལོ་ ཉི་བརྒྱ།  ,2.886,1,transcribing,3418316
STT_AM_AB1684_0062_481508_to_486233,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0062_481508_to_486233.wav,རྒྱ་དང་སིམ་བྱས་སོ་ྒྲུག། འོ་ྡ་ཏང་བའི་ཚིག་བཅ་ནི་ཚིག་གཅིག་གཉིས།  ,4.725,1,transcribing,3418317
STT_AM_AB1684_0063_505386_to_510584,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0063_505386_to_510584.wav,ཆེད་བླང་ཕོ་བྲངས། ཚོང་ཁང་དུ་བྱང་བའི་ྲི་ཇ་དང་ྲི་ཤུལ་བཤམ་སལ།  ,5.198,1,transcribing,3418318
STT_AM_AB1684_0064_516540_to_521097,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0064_516540_to_521097.wav,ལག་སྟར་ལྕག་གནང་། བཅར་ཞི་པ་ཅིག་སྙན་དོན་ཞེས་རྒྱུ། ྲི་ཆིལ།  ,4.557,1,transcribing,3418319
STT_AM_AB1684_0065_532811_to_534859,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0065_532811_to_534859.wav,ཀ་ལིན་ཕཆོག་ནས་ཡིད་མངག་གི་གཉིས་ཐོག་ནས།  ,2.048,1,transcribing,3418320
STT_AM_AB1684_0066_547995_to_553699,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0066_547995_to_553699.wav,མན་མཐ་ལ་ཇིཀ་ནོན་དང་ལག་སྟར་བཤད་བྱས། ཕྱིན་ཚོགས་སྔ་མ་ཁག་གི་ྲི་ྱི་ལོ་གནང་།  ,5.704,1,transcribing,3418321
STT_AM_AB1684_0067_555539_to_557985,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0067_555539_to_557985.wav,སན་ཆི་རྒྱིལ། སོ་སིའ་ཆུར་རྒྱུལ།  ,2.446,1,transcribing,3418322
STT_AM_AB1684_0068_559842_to_566642,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0068_559842_to_566642.wav,སྒྲིག་ཕྱོག་ཀྱི་ཆིས་རིག་ལིས་ཁོངས་ལ་འཕེན་རྒྱུར་གཞུང་མཚམས་སློབ་གྲྭ་ཁག་ལ་འབྲེལ་ཡུལ། ག་ནང་བཞིན་དེ་ལ་བཡང་ཁྲོངས་འོན་དང་།  ,6.8,1,transcribing,3418323
STT_AM_AB1684_0069_566845_to_570034,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0069_566845_to_570034.wav,མཉང་མ་སཇ་ྱ་ དགེ་ལིགས་ཀིས་ཅིག་ཕྱིན་ལྗོངས་གནང་།  ,3.189,1,transcribing,3418324
STT_AM_AB1684_0070_573055_to_576497,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0070_573055_to_576497.wav,གསུམ་ཐོ་ཀ་ྒྱུལ། ཁོང་དྲི་གོང་ཀ་ྒྱུལ། གཅིག་པ་ ,3.442,1,transcribing,3418325
STT_AM_AB1684_0071_578674_to_580784,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0071_578674_to_580784.wav,སློབ་ཁགསློབ་གཏོབ་གནང་།  ,2.11,1,transcribing,3418326
STT_AM_AB1684_0072_583028_to_586673,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0072_583028_to_586673.wav,ྱིན་ལྗོང་ལ་སྣོབ་བྱི་ཕྲང་བ་དང་གཅིག་གྣང་བྱུར།  ,3.645,1,transcribing,3418327
STT_AM_AB1684_0073_592410_to_596849,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0073_592410_to_596849.wav,ལྷ་ལོ་སཀ་བརྒྱ་ཅིས་ཁཆིབ་ལྗུང་། འཕན་འགྱུར་ནང་ཚུན་ཕཆི་རིགག་ལས་ཁོངས་ནས།  ,4.439,1,transcribing,3418328
STT_AM_AB1684_0074_599042_to_603458,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0074_599042_to_603458.wav,ཤོག་སྒྲིག་གྱི་ཁྱུར་རྒྱུལ་ྱེན་པོ་གཞི་དང་ཡང་གྲུང་དབོན་གྱི་སོ་སིའ་མཐའ་མེི་ཤི་ྟག་ ,4.416,1,transcribing,3418329
STT_AM_AB1684_0075_608492_to_613740,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0075_608492_to_613740.wav,ྲི་ཞི་སྟོན་ཚིན་ལ་གཉིས་པ། ཕྱུར་རྒྱལ་ཁག་གི་འང་དེ་ནས་བཀའ་ཚབ་ཡོད་པའི་རཙན་ཞི་འོག་མི་ ,5.248,1,transcribing,3418330
STT_AM_AB1684_0076_614095_to_616559,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0076_614095_to_616559.wav,ཕྱིས་དོན་ལྷན་ཚོགས་བཞི་འཛིག་གྱིའ་ཁྲིམས་ཡིག་ ,2.464,1,transcribing,3418331
STT_AM_AB1684_0077_620609_to_624220,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0077_620609_to_624220.wav,སེན་དིག་ཐོག་སྐབ་དེར། ཨ་ནས་ང་ྱིན་ྲི་ཆུལ་སྤྲིན་ཚོགས།  ,3.611,1,transcribing,3418332
STT_AM_AB1684_0078_624524_to_628012,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0078_624524_to_628012.wav,ཐ་ང་རྒྱ་པ་དང་དགལ་བིཡི་ཋི་ཆི་ལོ། གོང་ཏོན་ཏ་ཡལ་ཆོས་རྒྱུལ།  ,3.488,1,transcribing,3418333
STT_AM_AB1684_0079_634547_to_636606,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0079_634547_to_636606.wav,ལྷནན་ཚོགས་གསར་འཛིན་ཀི་ནང་གྱིན་ཁྲིམས་ཡུགག་ ,2.059,1,transcribing,3418334
STT_AM_AB1684_0080_639593_to_645347,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0080_639593_to_645347.wav,སིན་ྲི་འོད་ྱུང་ཕྱི་རིག་ལས་ཁུངས་ནས་གོ་དེ་ཆུར་རྒྱད་ཆེན་པོ་གཞི་དང་ཡང་གྲོངས་འོད་ཀྱི་བ་འཁྲལ།  ,5.754,1,transcribing,3418335
STT_AM_AB1684_0081_647108_to_649636,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0081_647108_to_649636.wav,རྒྱ་བ་ལ་འགྲིག་གསུམ་ཁི་ཅིག་དགོན་འདི་ཤ་གྲངས།  ,2.528,1,transcribing,3418336
STT_AM_AB1684_0082_650212_to_652484,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0082_650212_to_652484.wav,ཉི་བརྒྱ་སུམ་ཅི་སོག་གསུམ་ལ་འགྲམ་སྟེ་ ,2.272,1,transcribing,3418337
STT_AM_AB1684_0083_667601_to_670033,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0083_667601_to_670033.wav,དེའི་རྗི་ཏོསི་ན་ར་རན་ཋིབ་དར་གིས་ ,2.432,1,transcribing,3418338
STT_AM_AB1684_0084_677899_to_683384,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0084_677899_to_683384.wav,ཨི་ཡག་གནང་སྟེ། སེན་ྲི་གཏན་འབེབས་གནང་གྲ་པི་ཡི་གེ་ཐོག་གི་གནང་དུགཞར་བཟུང་།  ,5.485,1,transcribing,3418339
STT_AM_AB1684_0085_683974_to_688429,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0085_683974_to_688429.wav,འུ་ལུ་མ་མང་ཅུ་ཐུས་ལྷན་ཚོགས་སུ་མཐའ་མེ་གཏན་འབབ་ལྷ་འབ་རྱ།  ,4.455,1,transcribing,3418340
STT_AM_AB1684_0086_691484_to_695922,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0086_691484_to_695922.wav,ཆི་དོན་ལྷན་ཚོགས་ཀྱི་ཁྲིམ་ཡིག་སིན་ྲི་སི་དུ་ཧོ་ྲང་ྱཆེ་ ,4.438,1,transcribing,3418341
STT_AM_AB1684_0087_698807_to_701220,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0087_698807_to_701220.wav,ཅསྀ་གཅིག་ནས། ཨར་གྷ་བར་ཡུལ།  ,2.413,1,transcribing,3418342
